AUTHOR,BORN_DIED,TITLE,DATE,TECHNIQUE,LOCATION,URL,FORM,STYLE,SCHOOL,TIMEFRAME
"DEGAS, Edgar","(b. 1834, Paris, d. 1917, Paris)",Self-Portrait,c. 1855,"Oil on paper, 81 x 65 cm","Musée d'Orsay, Paris",http://www.wga.hu/html/d/degas/1/early10.html,painting,portrait,French,1851-1900
"DEGAS, Edgar","(b. 1834, Paris, d. 1917, Paris)",Self-Portrait,c. 1863,"Oil on canvas, 93 x 67 cm","Museu Calouste Gulbenkian, Lisbon",http://www.wga.hu/html/d/degas/1/early07.html,painting,portrait,French,1851-1900
"DEGAS, Edgar","(b. 1834, Paris, d. 1917, Paris)",Six Friends of the Artist,1885,"Pastel and black chalk on yellowed gray paper, 113 x 70 cm","Museum of Art, Rhode Island School of Design, Providence",http://www.wga.hu/html/d/degas/4/1880s_17.html,painting,portrait,French,1851-1900
"DEGAS, Edgar","(b. 1834, Paris, d. 1917, Paris)",The Bellelli Family (detail),1860-62,Oil on canvas,"Musée d'Orsay, Paris",http://www.wga.hu/html/d/degas/1/early06.html,painting,portrait,French,1851-1900
"DEGAS, Edgar","(b. 1834, Paris, d. 1917, Paris)",The Bellelli Family,1860-62,"Oil on canvas, 200 x 253 cm","Musée d'Orsay, Paris",http://www.wga.hu/html/d/degas/1/early05.html,painting,portrait,French,1851-1900
"DEGAS, Edgar","(b. 1834, Paris, d. 1917, Paris)",The Collector,1866,"Oil on canvas, 53 x 40 cm","Metropolitan Museum of Art, New York",http://www.wga.hu/html/d/degas/1/early13.html,painting,portrait,French,1851-1900
"DEGAS, Edgar","(b. 1834, Paris, d. 1917, Paris)",The Mante Family,c. 1884,"Pastel on paper, 90 x 50 cm",Private collection,http://www.wga.hu/html/d/degas/4/1880s_12.html,painting,portrait,French,1851-1900
"DEGAS, Edgar","(b. 1834, Paris, d. 1917, Paris)",Woman Leaning on an Elbow beside a Vase of Flowers,1865,"Oil on canvas, 74 x 93 cm","Metropolitan Museum of Art, New York",http://www.wga.hu/html/d/degas/1/early15.html,painting,portrait,French,1851-1900
"DELACROIX, Eug?ne","(b. 1798, Charenton-Saint-Maurice, d. 1863, Paris)",A Mad Woman,c. 1822,"Oil on canvas, 41 x 33 cm","Musée des Beaux-Arts, Orléans",http://www.wga.hu/html/d/delacroi/1/104delac.html,painting,portrait,French,1801-1850
"DELACROIX, Eug?ne","(b. 1798, Charenton-Saint-Maurice, d. 1863, Paris)",Frédéric Chopin,1838,"Oil on canvas, 45,7 x 37,5 cm","Musée du Louvre, Paris",http://www.wga.hu/html/d/delacroi/3/313delac.html,painting,portrait,French,1801-1850
"DELACROIX, Eug?ne","(b. 1798, Charenton-Saint-Maurice, d. 1863, Paris)",George Sand,1838,"Oil on canvas, 79 x 57 cm","Ordrupgaardsamlingen, Ordrupgaard",http://www.wga.hu/html/d/delacroi/3/312delac.html,painting,portrait,French,1801-1850
"DELACROIX, Eug?ne","(b. 1798, Charenton-Saint-Maurice, d. 1863, Paris)",Louis-Auguste Schwiter,1826-27,"Oil on canvas, 218 x 144 cm","National Gallery, London",http://www.wga.hu/html/d/delacroi/2/207delac.html,painting,portrait,French,1801-1850
"DELACROIX, Eug?ne","(b. 1798, Charenton-Saint-Maurice, d. 1863, Paris)",Mlle Rose,1817-20,"Oil on canvas, 81 x 65 cm","Musée du Louvre, Paris",http://www.wga.hu/html/d/delacroi/1/101delac.html,painting,portrait,French,1801-1850
"DELACROIX, Eug?ne","(b. 1798, Charenton-Saint-Maurice, d. 1863, Paris)",Self-Portrait as Ravenswood,c. 1821,"Oil on canvas, 41 x 32 cm","Musée Eug?ne Delacroix, Paris",http://www.wga.hu/html/d/delacroi/1/102delac.html,painting,portrait,French,1801-1850
"DELACROIX, Eug?ne","(b. 1798, Charenton-Saint-Maurice, d. 1863, Paris)",Self-Portrait with Cap,1832,"Drawing, 193 x 127 mm","Musée du Louvre, Paris",http://www.wga.hu/html/d/delacroi/7/705delac.html,graphics,portrait,French,1801-1850
"DELACROIX, Eug?ne","(b. 1798, Charenton-Saint-Maurice, d. 1863, Paris)",Self-Portrait,c. 1837,"Oil on canvas, 65 x 54,5 cm","Musée du Louvre, Paris",http://www.wga.hu/html/d/delacroi/3/311delac.html,painting,portrait,French,1801-1850
"DELAISTRE, François-Nicolas","(b. 1746, Paris, d. 1832, Paris)",Bust of the Empress Marie-Louise,1813,Terracotta,"Musée des Beaux-Arts, Dijon",http://www.wga.hu/html/d/delaistr/empress.html,sculpture,portrait,French,1801-1850
"DELAROCHE, Paul","(b. 1797, Paris, d. 1856, Paris)",Bonaparte Crossing the Alps,1848,"Oil on canvas, 289 x 222 cm","Musée du Louvre, Paris",http://www.wga.hu/html/d/delaroch/8delaroc.html,painting,portrait,French,1801-1850
"DELAROCHE, Paul","(b. 1797, Paris, d. 1856, Paris)",Portrait of Joseph-Carle-Paul-Horace Delaroche,1851,"Oil on canvas, 63 x 41 cm",Private collection,http://www.wga.hu/html/d/delaroch/8delarod.html,painting,portrait,French,1801-1850
"DELFF, Jacob Willemsz I","(b. ca. 1550, Gouda, d. 1601, Delft)",Portrait of a Young Boy,1581,"Oil on panel, 62 x 48 cm","Rijksmuseum, Amsterdam",http://www.wga.hu/html/d/delff/jacob1/youngboy.html,painting,portrait,Dutch,1551-1600
"DELFF, Jacob Willemsz I","(b. ca. 1550, Gouda, d. 1601, Delft)",Portrait of the Artist and His Family,c. 1590,"Oil on panel, 84 x 109 cm","Rijksmuseum, Amsterdam",http://www.wga.hu/html/d/delff/jacob1/a_family.html,painting,portrait,Dutch,1551-1600
"DELFF, Jacob Willemsz II","(b. 1619, Delft, d. 1661, Delft)",Portrait of a Bearded Man,-,"Oil on panel, 57 x 48 cm",Private collection,http://www.wga.hu/html/d/delff/jacob2/port_man.html,painting,portrait,Dutch,1601-1650
"DELFF, Jacob Willemsz II","(b. 1619, Delft, d. 1661, Delft)",Young Woman with a Rose,-,"Oil on canvas, 71 x 57 cm",Private collection,http://www.wga.hu/html/d/delff/jacob2/port_wom.html,painting,portrait,Dutch,1601-1650
"DELFF, Willem Jacobsz","(b. 1580, Delft, d. 1638, Delft)","Portrait of Frederick Hendrick, Prince of Orange-Nassau",1619,"Engraving printed on silk satin, 415 x 311 mm",Private collection,http://www.wga.hu/html/d/delff/willem/1satin2.html,graphics,portrait,Dutch,1601-1650
"DELFF, Willem Jacobsz","(b. 1580, Delft, d. 1638, Delft)","Portrait of Maurits, Prince of Orange-Nassau",1619,"Engraving printed on silk satin, 415 x 311 mm",Private collection,http://www.wga.hu/html/d/delff/willem/1satin1.html,graphics,portrait,Dutch,1601-1650
"DELFF, Willem Jacobsz","(b. 1580, Delft, d. 1638, Delft)",Cavalcade of Eleven Princes of Orange-Nassau,1621,"Engraving, 425 x 560 mm","Rijksmuseum, Amsterdam",http://www.wga.hu/html/d/delff/willem/9princes.html,graphics,portrait,Dutch,1601-1650
"DELFF, Willem Jacobsz","(b. 1580, Delft, d. 1638, Delft)",Portrait of Charles I,1628,"Engraving, 418 x 297 mm","Rijksmuseum, Amsterdam",http://www.wga.hu/html/d/delff/willem/8charles.html,graphics,portrait,Dutch,1601-1650
"DELFF, Willem Jacobsz","(b. 1580, Delft, d. 1638, Delft)",Portrait of Frederick Hendrick,1623-24,"Black chalk and brush and gray ink, 314 x 245 mm",Private collection,http://www.wga.hu/html/d/delff/willem/6frederi.html,graphics,portrait,Dutch,1601-1650
"DELFF, Willem Jacobsz","(b. 1580, Delft, d. 1638, Delft)",Portrait of Frederick Hendrick,1624,"Engraving, 420 x 298 mm",Private collection,http://www.wga.hu/html/d/delff/willem/7frederi.html,graphics,portrait,Dutch,1601-1650
"DELFF, Willem Jacobsz","(b. 1580, Delft, d. 1638, Delft)",Portrait of Maria Strick,1620,"Graphite on vellum, 228 x 168 mm","Institut Néerlandais, Paris",http://www.wga.hu/html/d/delff/willem/5portrai.html,graphics,portrait,Dutch,1601-1650
"DELFF, Willem Jacobsz","(b. 1580, Delft, d. 1638, Delft)",Portrait of Prince Maurits,1618,"Engraving on paper, 415 x 306 mm","Rijksmuseum, Amsterdam",http://www.wga.hu/html/d/delff/willem/3paper.html,graphics,portrait,Dutch,1601-1650
"DELFF, Willem Jacobsz","(b. 1580, Delft, d. 1638, Delft)",Portrait of William the Silent (detail),1623,"Engraving, 408 x 302 mm (entire engraving)","Rijksmuseum, Amsterdam",http://www.wga.hu/html/d/delff/willem/4willem.html,graphics,portrait,Dutch,1601-1650
"DEMUT-MALINOVSKY, Vasily Ivanovich","(b. 1779, St. Petersburg, d. 1846, St. Petersburg)",Bust of Suvorov,c. 1820,Bronze,"State Tretyakov Gallery, Moscow",http://www.wga.hu/html/d/demut/suvorov.html,sculpture,portrait,Russian,1801-1850
"DESBOUTIN, Marcellin","(b. 1823, Cérilly, d. 1902, Nice)",Portrait of Jean-Baptiste Faure,1874,"Oil on canvas, 41 x 33 cm",Private collection,http://www.wga.hu/html/d/desbouti/portrait.html,painting,portrait,French,1851-1900
"DESPORTES, Alexandre-François","(b. 1661, Champigneulles, d. 1743, Paris)",Self-Portrait as a Huntsman,1699,"Oil on canvas, 197 x 163 cm","Musée du Louvre, Paris",http://www.wga.hu/html/d/desporte/selfport.html,painting,portrait,French,1701-1750
"DEVÉRIA, Eug?ne-François-Marie-Joseph","(b. 1805, Paris, d. 1865, Pau)",Portrait of Laurence Davidson and His Three Sons,1850,"Oil on canvas, 183 x 148 cm",Private collection,http://www.wga.hu/html/d/deveria/eugene/davidson.html,painting,portrait,French,1801-1850
"DEVIS, Arthur William","(b. 1762, London, d. 1822, London)",Gwyllym Lloyd Wardle,1809,"Oil on canvas, 46 x 36 cm","National Portrait Gallery, London",http://www.wga.hu/html/d/devis/william/wardle.html,painting,portrait,English,1751-1800
"DEVIS, Arthur","(b. 1712, Preston, d. 1787, Brighton)",Portrait of a Lady,1749,"Oil on canvas, 61 x 42 cm",Private collection,http://www.wga.hu/html/d/devis/arthur/port_lad.html,painting,portrait,English,1701-1750
"DEVIS, Arthur","(b. 1712, Preston, d. 1787, Brighton)",Portrait of a Man,1745,"Oil on canvas, 51 x 36 cm","Museum of Fine Arts, Boston",http://www.wga.hu/html/d/devis/arthur/port_man.html,painting,portrait,English,1701-1750
"DEVIS, Arthur","(b. 1712, Preston, d. 1787, Brighton)",Portrait of Lord Robert Kerr,1741,"Oil on canvas, 46 x 28 cm",Private collection,http://www.wga.hu/html/d/devis/arthur/portlord.html,painting,portrait,English,1701-1750
"DEVIS, Arthur","(b. 1712, Preston, d. 1787, Brighton)",Richard Bull and Mary Bennett,1747,"Oil on canvas, 107 x 87 cm","Metropolitan Museum of Art, New York",http://www.wga.hu/html/d/devis/arthur/bullbenn.html,painting,portrait,English,1701-1750
"DEVIS, Arthur","(b. 1712, Preston, d. 1787, Brighton)",Robert Gwillym of Atherton and His Family,c. 1746,"Oil on canvas, 102 x 127 cm","Yale Center for British Art, New Haven",http://www.wga.hu/html/d/devis/arthur/family.html,painting,portrait,English,1701-1750
"DEVIS, Thomas Anthony","(b. 1757, London, d. 1810, London)",Admiral Michael Clements,1770,"Oil on canvas, 61 x 51 cm","Harris Museum and Art Gallery, Preston",http://www.wga.hu/html/d/devis/thomas/admiral.html,painting,portrait,English,1751-1800
"DIETRICH, Christian Wilhelm Ernst","(b. 1712, Weimar, d. 1774, Dresden)",Man in Oriental Costume,-,"Oil on panel, 33 x 26 cm",Private collection,http://www.wga.hu/html/d/dietrich/oriental.html,painting,portrait,German,1701-1750
"DIEUSSART, François","(b. ca. 1600, Armenti?res, d. 1661, London)",Portrait Bust of Johanna Doré,1645-50,"Marble, height 82 cm","Rijksmuseum, Amsterdam",http://www.wga.hu/html/d/dieussar/spierinh.html,painting,portrait,Flemish,1601-1650
"DIEUSSART, François","(b. ca. 1600, Armenti?res, d. 1661, London)",Portrait Bust of Pieter Spiering,1645-50,"Marble, height 82 cm","Rijksmuseum, Amsterdam",http://www.wga.hu/html/d/dieussar/spiering.html,sculpture,portrait,Flemish,1601-1650
"DOBSON, William","(b. 1610, London, d. 1646, London)",Endymion Porter,c. 1643,"Oil on canvas, 59 x 50 cm","Tate Gallery, London",http://www.wga.hu/html/d/dobson/porter.html,painting,portrait,English,1601-1650
"DOBSON, William","(b. 1610, London, d. 1646, London)",Portrait of Abraham van der Doort,c. 1640,"Oil on canvas, 45 x 38 cm","The Hermitage, St. Petersburg",http://www.wga.hu/html/d/dobson/doort.html,painting,portrait,English,1601-1650
"DOBSON, William","(b. 1610, London, d. 1646, London)",Portrait of James Graham,-,"Oil on canvas, 81 x 87 cm",Private collection,http://www.wga.hu/html/d/dobson/graham.html,painting,portrait,English,1601-1650
"DOBSON, William","(b. 1610, London, d. 1646, London)",Richard Lovelace,-,Oil on canvas,"Dulwich Picture Gallery, London",http://www.wga.hu/html/d/dobson/lovelace.html,painting,portrait,English,1601-1650
"DOBSON, William","(b. 1610, London, d. 1646, London)",The Painter with Sir Charles Cottrell and Sir Balthasar Gerbier,about 1645,"Oil on canvas,","Albury Park, Guildford, England",http://www.wga.hu/html/d/dobson/artist.html,painting,portrait,English,1601-1650
"DOLCI, Carlo","(b. 1616, Firenze, d. 1687, Firenze)",Moses,1640-45,"Oil on canvas, 40 x 30 cm","Galleria Palatina (Palazzo Pitti), Florence",http://www.wga.hu/html/d/dolci/moses.html,painting,portrait,Italian,1601-1650
"DOLCI, Carlo","(b. 1616, Firenze, d. 1687, Firenze)",Portrait of Ainolfo de' Bardi,1632,"Oil on canvas, 149,5 x 119 cm","Galleria Palatina (Palazzo Pitti), Florence",http://www.wga.hu/html/d/dolci/bardi.html,painting,portrait,Italian,1601-1650
"DOLCI, Carlo","(b. 1616, Firenze, d. 1687, Firenze)",Portrait of Vittoria della Rovere in Widow's Weeds,1680s,"Oil on canvas, 84 x 57 cm","Galleria Palatina (Palazzo Pitti), Florence",http://www.wga.hu/html/d/dolci/vittoria.html,painting,portrait,Italian,1601-1650
"DOLCI, Carlo","(b. 1616, Firenze, d. 1687, Firenze)",Self-Portrait,1674,Oil on canvas,"Galleria degli Uffizi, Florence",http://www.wga.hu/html/d/dolci/self_por.html,painting,portrait,Italian,1601-1650
"DONÁT, János","(b. 1744, Klosterneuzell, d. 1830, Pest)","Portrait of János Bihari, Composer and Gipsy Virtuoso",1820,"Oil on canvas, 57,8 x 47,5 cm","Historical Picture Gallery, Hungarian National Museum, Budapest",http://www.wga.hu/html/d/donat/bihari.html,painting,portrait,Hungarian,1801-1850
"DONÁT, János","(b. 1744, Klosterneuzell, d. 1830, Pest)",Portrait of a Woman,1810,"Oil on canvas, 48 x 36 cm",Private collection,http://www.wga.hu/html/d/donat/n_arckep.html,painting,portrait,Hungarian,1801-1850
"DONÁT, János","(b. 1744, Klosterneuzell, d. 1830, Pest)",Portrait of Poet Dániel Berzsenyi,1817,"Oil on canvas, 62 x 50 cm",Private collection,http://www.wga.hu/html/d/donat/berzseny.html,painting,portrait,Hungarian,1801-1850
"DONCKT, François van der","(b. 1757, Bruges, d. 1813, Bruges)",Portrait of Sylvie de la Rue,c. 1810,"Oil on canvas, 120,5 x 89,5 cm","Groeninge Museum, Bruges",http://www.wga.hu/html/d/donckt/portrait.html,painting,portrait,Flemish,1801-1850
"DORFFMEISTER, István","(b. 1741, Wien, d. 1797, Sopron)",Portrait of Count György Niczky,1790,"Oil on canvas, 158 x 92 cm","Historical Picture Gallery, Hungarian National Museum, Budapest",http://www.wga.hu/html/d/dorffmei/istvan/niczky.html,painting,portrait,Hungarian,1751-1800
"DOSSI, Dosso","(b. ca. 1490, Ferrara, d. 1542, Ferrara)",Portrait of a Warrior,1530s,"Oil on canvas, 86 x 70 cm","Galleria degli Uffizi, Florence",http://www.wga.hu/html/d/dossi/dosso/warrior.html,painting,portrait,Italian,1501-1550
"DOU, Gerrit","(b. 1613, Leiden, d. 1675, Leiden)","Self-Portrait with a Palette, in a Niche",1660-65,"Oil on wood, 31 x 21 cm","Musée du Louvre, Paris",http://www.wga.hu/html/d/dou/2/selfporu.html,painting,portrait,Dutch,1651-1700
"DOU, Gerrit","(b. 1613, Leiden, d. 1675, Leiden)",Astronomer,after 1665,"Oil on panel, 38 x 28 cm","Liechtenstein Museum, Vienna",http://www.wga.hu/html/d/dou/2/astrono.html,painting,portrait,Dutch,1651-1700
"DOU, Gerrit","(b. 1613, Leiden, d. 1675, Leiden)",Portrait of a Couple in a Landscape,-,"Oil on panel, 76 x 63 cm","Rijksmuseum, Amsterdam",http://www.wga.hu/html/d/dou/1/portcoup.html,painting,portrait,Dutch,1651-1700
"DOU, Gerrit","(b. 1613, Leiden, d. 1675, Leiden)",Portrait of a Scholar,c. 1635,"Oil on panel, oval, 24 x 20 cm",Private collection,http://www.wga.hu/html/d/dou/1/p_schola.html,painting,portrait,Dutch,1651-1700
"DOU, Gerrit","(b. 1613, Leiden, d. 1675, Leiden)",Portrait of an Old Woman,1643-45,"Oil on wood, 20 x 16 cm","Szépm?vészeti Múzeum, Budapest",http://www.wga.hu/html/d/dou/1/p_oldwom.html,painting,portrait,Dutch,1651-1700
"DOU, Gerrit","(b. 1613, Leiden, d. 1675, Leiden)",Self-Portrait in a Window,c. 1657,"Oil on oak, 23 x 17 cm","Residenzgalerie, Salzburg",http://www.wga.hu/html/d/dou/2/selfpor.html,painting,portrait,Dutch,1651-1700
"DOU, Gerrit","(b. 1613, Leiden, d. 1675, Leiden)",Self-Portrait,1640s,"Oil on panel, 48 x 37 cm","Rijksmuseum, Amsterdam",http://www.wga.hu/html/d/dou/2/selfport.html,painting,portrait,Dutch,1651-1700
"DOU, Gerrit","(b. 1613, Leiden, d. 1675, Leiden)",Self-Portrait,c. 1665,"Oil on wood, 49 x 39 cm","Metropolitan Museum of Art, New York",http://www.wga.hu/html/d/dou/2/selfporx.html,painting,portrait,Dutch,1651-1700
"DOU, Gerrit","(b. 1613, Leiden, d. 1675, Leiden)",Young Girl at a Window Ledge,c. 1672,"Oil on panel, 33 x 25 cm",Private collection,http://www.wga.hu/html/d/dou/2/young_gi.html,painting,portrait,Dutch,1651-1700
"DOUVEN, Jan Frans","(b. 1656, Roermond, d. 1727, Düsseldorf)",Elector Palatine Johann Wilhelm von Pfalz-Neuburg and Anna Maria Luisa de' Medici,before 1708,"Oil on canvas, 243 x 182 cm","Galleria degli Uffizi, Florence",http://www.wga.hu/html/d/douven/jan/elector.html,painting,portrait,Dutch,1651-1700
"DOUVEN, Jan Frans","(b. 1656, Roermond, d. 1727, Düsseldorf)",Electress Palatine Dancing with Her Husband,-,"Oil on canvas, 55 x 41 cm","Galleria Palatina (Palazzo Pitti), Florence",http://www.wga.hu/html/d/douven/jan/dancing.html,painting,portrait,Dutch,1651-1700
"DOWNMAN, John","(b. 1750, Ruabon, d. 1824, Wrexham)",Benjamin West,1777,"Black, white and red chalk with stump on laid paper, 225 x 177 mm",Private collection,http://www.wga.hu/html/d/downman/ben_west.html,graphics,portrait,English,1751-1800
"DOWNMAN, John","(b. 1750, Ruabon, d. 1824, Wrexham)",Ms. Downman,1778,"Black, white and red chalk on brown laid paper, 228 x 194 mm",Private collection,http://www.wga.hu/html/d/downman/portwife.html,graphics,portrait,English,1751-1800
"DOWNMAN, John","(b. 1750, Ruabon, d. 1824, Wrexham)",The Children of Frederick and Ellen Ray of Abingdon,1795,"Watercolour with pencil drawing, 432 x 508 mm",Private collection,http://www.wga.hu/html/d/downman/children.html,graphics,portrait,English,1751-1800
"DREVET, Pierre","(b. 1663, Loire, d. 1738, Paris)","Portrait of Louis Hector, Duc de Villars, Marshal of France",c. 1718,"Engraving, 525 x 360 mm","The Hermitage, St. Petersburg",http://www.wga.hu/html/d/drevet/villars.html,graphics,portrait,French,1701-1750
"DROLLING, Martin","(b. 1752, Oberbergheim, d. 1817, Paris)","Barthélémy Charles, Comte de Dreux-Nancré",1797,"Oil on canvas, 94 x 75 cm",Private collection,http://www.wga.hu/html/d/drolling/charles.html,painting,portrait,French,1751-1800
"DROLLING, Martin","(b. 1752, Oberbergheim, d. 1817, Paris)",Portrait of the Artist's Son as a Drummer,-,"Oil on canvas, 120 x 76 cm",Private collection,http://www.wga.hu/html/d/drolling/drummer.html,painting,portrait,French,1751-1800
"DROOCHSLOOT, Joost Cornelisz.","(b. 1586, Utrecht, d. 1666, Utrecht)",Self-Portrait in a Landscape,1627,"Oil on panel, 38 x 51 cm","The Hermitage, St. Petersburg",http://www.wga.hu/html/d/droochsl/selfport.html,painting,portrait,Dutch,1601-1650
"DROST, Willem","(b. 1633, Amsterdam, d. 1659, Venezia)",Portrait of a Man,1653,"Oil on canvas, 87 x 72 cm","Metropolitan Museum of Art, New York",http://www.wga.hu/html/d/drost/port_man.html,painting,portrait,Dutch,1601-1650
"DROST, Willem","(b. 1633, Amsterdam, d. 1659, Venezia)",Portrait of a Woman,-,"Oil on canvas, 82 x 65 cm","Szépm?vészeti Múzeum, Budapest",http://www.wga.hu/html/d/drost/port_wom.html,painting,portrait,Dutch,1651-1700
"DROST, Willem","(b. 1633, Amsterdam, d. 1659, Venezia)",Self-Portrait,1652,"Etching, 64 x 52 mm","Rijksmuseum, Amsterdam",http://www.wga.hu/html/d/drost/selfport.html,graphics,portrait,Dutch,1601-1650
"DROUAIS, François-Hubert","(b. 1727, Paris, d. 1775, Paris)","Jeanne Bécu, Comtesse du Barry",1770-74,"Oil on canvas, 71 x 59 cm","National Gallery of Art, Washington",http://www.wga.hu/html/d/drouais/francois/du_barry.html,painting,portrait,French,1701-1750
"DROUAIS, François-Hubert","(b. 1727, Paris, d. 1775, Paris)","Madame Drouais, Wife of the Artist",c. 1758,"Oil on canvas, 83 x 62 cm","Musée du Louvre, Paris",http://www.wga.hu/html/d/drouais/francois/wife_art.html,painting,portrait,French,1701-1750
"DROUAIS, François-Hubert","(b. 1727, Paris, d. 1775, Paris)",Family Portrait,1756,"Oil on canvas, 244 x 195 cm","National Gallery of Art, Washington",http://www.wga.hu/html/d/drouais/francois/family.html,painting,portrait,French,1701-1750
